frame_no,user_position,user_orientation,camera_hit_obj,camera_hit_point,camera_hit_dist,controller_hit_obj,controller_hit_point,controller_hit_distance
3300,"(7.24,2.75,1.55)","(0.85,-0.23,-0.48)",Wall East,"(10.29,1.93,-0.18)",3.61,Cylinder,"(7.27,2.64,0.21)",0.98
3310,"(7.05,2.75,1.20)","(0.80,-0.23,-0.55)",Wall East,"(10.29,1.87,-0.70)",3.86,Cylinder,"(7.06,2.65,0.04)",0.92
3320,"(6.57,2.75,0.52)","(0.69,-0.23,-0.69)",Wall East,"(10.29,1.57,-2.86)",5.17,Cylinder,"(6.33,2.65,-0.64)",0.91
3330,"(5.99,2.75,-0.05)","(0.56,-0.23,-0.79)",Wall East,"(10.29,1.06,-5.82)",7.39,Cylinder,"(5.54,2.66,-1.14)",0.87
3340,"(5.37,2.75,-0.49)","(0.43,-0.23,-0.88)",Wall East,"(10.29,0.24,-10.01)",11.01,Cylinder,"(4.73,2.65,-1.52)",0.92
3350,"(4.58,2.75,-0.86)","(0.26,-0.23,-0.94)",Game Win Trigger,"(7.86,0.09,-11.69)",11.63,Cylinder,"(3.77,2.65,-1.75)",0.92
3360,"(3.67,2.75,-1.08)","(0.06,-0.23,-0.97)",Game Win Trigger,"(4.97,0.24,-11.69)",10.98,Cylinder,"(2.82,2.66,-1.80)",0.91
3370,"(2.75,2.75,-1.12)","(-0.13,-0.23,-0.97)",Game Win Trigger,"(1.65,0.26,-11.69)",10.92,Cylinder,"(1.66,2.65,-1.63)",0.92
3380,"(1.84,2.75,-0.98)","(-0.31,-0.23,-0.92)",Ground,"(-1.66,0.00,-12.16)",12.04,Cylinder,"(0.68,2.66,-1.26)",0.91
3390,"(0.97,2.75,-0.66)","(-0.49,-0.23,-0.84)",Ground,"(-4.63,0.00,-10.95)",12.04,Cylinder,"(-0.22,2.65,-0.72)",0.92
3400,"(0.19,2.75,-0.19)","(-0.64,-0.23,-0.73)",Wall East (1),"(-5.77,0.57,-7.32)",9.55,Cylinder,"(-0.99,2.66,0.00)",0.90
3410,"(-0.03,2.75,-0.01)","(-0.69,-0.23,-0.69)",Wall East (1),"(-5.77,0.84,-5.76)",8.35,Cylinder,"(-1.33,2.64,0.34)",0.98
3420,"(-0.03,2.75,-0.01)","(-0.69,-0.23,-0.69)",Wall East (1),"(-5.77,0.84,-5.76)",8.35,Cylinder,"(-1.33,2.64,0.34)",0.98
3430,"(-0.32,2.75,0.26)","(-0.74,-0.23,-0.63)",Wall East (1),"(-5.77,1.03,-4.61)",7.52,Cylinder,"(-1.45,2.64,0.65)",0.90
3440,"(-0.57,2.75,0.54)","(-0.79,-0.23,-0.57)",Wall East (1),"(-5.77,1.25,-3.18)",6.57,Cylinder,"(-1.78,2.62,1.13)",0.98
3450,"(-0.57,2.75,0.54)","(-0.79,-0.23,-0.57)",Wall East (1),"(-5.77,1.25,-3.18)",6.57,Cylinder,"(-1.78,2.59,1.10)",0.98
3460,"(-0.57,2.75,0.54)","(-0.79,-0.23,-0.57)",Wall East (1),"(-5.77,1.25,-3.18)",6.57,Cylinder,"(-1.78,2.52,1.03)",0.98
3470,"(-0.57,2.75,0.54)","(-0.79,-0.23,-0.57)",Wall East (1),"(-5.77,1.25,-3.18)",6.57,Cylinder,"(-1.78,2.51,1.03)",0.98
3480,"(-0.57,2.75,0.54)","(-0.79,-0.23,-0.57)",Wall East (1),"(-5.77,1.25,-3.18)",6.57,Cylinder,"(-1.78,2.52,1.05)",0.98
3490,"(-0.97,2.75,1.10)","(-0.87,-0.23,-0.44)",Wall East (1),"(-5.77,1.46,-1.54)",5.63,Cylinder,"(-1.97,2.57,1.66)",0.87
3500,"(-1.33,2.75,1.81)","(-0.93,-0.23,-0.29)",Wall East (1),"(-5.77,1.64,0.20)",4.85,Cylinder,"(-2.25,2.56,2.53)",0.92
3510,"(-1.36,2.75,1.90)","(-0.93,-0.23,-0.27)",Door 1 Wiring - 3,"(-5.67,1.70,0.64)",4.61,Cylinder,"(-2.41,2.54,2.68)",0.98
3520,"(-1.36,2.75,1.90)","(-0.93,-0.23,-0.27)",Door 1 Wiring - 3,"(-5.67,1.70,0.64)",4.61,Cylinder,"(-2.45,2.51,2.58)",0.98
3530,"(-1.36,2.75,1.90)","(-0.93,-0.23,-0.27)",Door 1 Wiring - 3,"(-5.67,1.70,0.64)",4.61,Cylinder,"(-2.46,2.50,2.55)",0.98
3540,"(-2.18,2.75,1.66)","(-0.93,-0.23,-0.27)",Door 1 Wiring - 3,"(-5.67,1.87,0.64)",3.83,Cylinder,"(-3.27,2.46,2.29)",1.06
3550,"(-2.35,2.75,1.61)","(-0.93,-0.23,-0.27)",Door 1 Wiring - 3,"(-5.69,1.94,0.63)",3.56,Cylinder,"(-3.67,2.39,2.14)",1.19
3560,"(-2.35,2.75,1.61)","(-0.93,-0.23,-0.27)",Door 1 Wiring - 3,"(-5.69,1.94,0.63)",3.56,Cylinder,"(-3.67,2.37,2.11)",1.19
3570,"(-2.18,2.75,1.22)","(-0.91,-0.23,-0.36)",Door 1 Wiring - 1,"(-5.60,1.90,0.03)",3.71,Cylinder,"(-3.60,2.35,1.70)",1.23
3580,"(-1.73,2.75,0.50)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.68,-1.63)",4.67,Cylinder,"(-3.26,2.35,0.82)",1.23
3590,"(-1.09,2.75,0.90)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.48,-2.01)",5.57,Cylinder,"(-2.62,2.32,1.03)",1.26
3600,"(-0.39,2.75,1.34)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.28,-2.01)",6.42,Cylinder,"(-1.65,2.44,1.49)",0.97
3610,"(-0.18,2.75,1.46)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.21,-2.01)",6.76,Cylinder,"(-1.25,2.51,1.67)",0.83
3620,"(-0.18,2.75,1.46)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.21,-2.01)",6.76,Cylinder,"(-1.25,2.51,1.67)",0.83
3630,"(-0.60,2.75,1.20)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.30,-2.01)",6.35,Cylinder,"(-1.51,2.55,1.47)",0.74
3640,"(-1.39,2.75,0.71)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.52,-2.01)",5.39,Cylinder,"(-2.55,2.44,1.06)",1.01
3650,"(-1.83,2.75,0.44)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.66,-2.01)",4.77,Cylinder,"(-3.21,2.30,0.84)",1.21
3660,"(-2.07,2.75,0.81)","(-0.87,-0.23,-0.43)",Door 1 Wiring - 1,"(-5.65,1.77,-1.33)",4.28,Cylinder,"(-3.28,2.32,1.17)",1.16
3670,"(-2.42,2.75,1.51)","(-0.93,-0.23,-0.28)",Door 1 Wiring - 1,"(-5.61,1.94,0.26)",3.53,Cylinder,"(-3.56,2.32,2.09)",1.17
3680,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Cylinder,"(-3.70,2.30,2.76)",1.21
3690,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Cylinder,"(-3.78,2.28,2.57)",1.21
3700,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Cylinder,"(-3.82,2.27,2.38)",1.21
3710,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Cylinder,"(-3.83,2.27,2.34)",1.21
3720,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Cylinder,"(-3.88,2.24,2.35)",1.27
3730,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Cylinder,"(-4.11,2.11,2.38)",1.54
3740,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Wall East (1),"(-5.77,1.13,2.58)",3.48
3750,"(-2.55,2.75,1.90)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.98,1.23)",3.38,Wall East (1),"(-5.77,1.13,2.58)",3.48
3760,"(-2.10,2.75,1.99)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.89,1.23)",3.77,Wall East (1),"(-5.77,0.92,2.71)",3.91
3770,"(-1.29,2.75,2.16)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.69,1.23)",4.63,Wall East (1),"(-5.77,0.44,2.96)",4.86
3780,"(-0.80,2.75,2.26)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.56,1.23)",5.21,Wall East (1),"(-5.77,0.11,3.15)",5.51
3790,"(-0.80,2.75,2.26)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.56,1.23)",5.21,Wall East (1),"(-5.77,0.11,3.15)",5.51
3800,"(-0.80,2.75,2.26)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.56,1.23)",5.21,Wall East (1),"(-5.77,0.21,2.64)",5.43
3810,"(-0.80,2.75,2.26)","(-0.95,-0.23,-0.20)",Wall East (1),"(-5.77,1.56,1.23)",5.21,Wall East (1),"(-5.77,0.18,2.11)",5.46
3820,"(-0.49,2.75,1.51)","(-0.90,-0.23,-0.36)",Wall East (1),"(-5.77,1.43,-0.41)",5.76,Cylinder,"(-4.39,0.78,0.92)",4.25
3830,"(-0.05,2.75,0.82)","(-0.83,-0.23,-0.51)",Wall East (1),"(-5.77,1.20,-2.52)",6.79,Ground,"(-5.01,0.00,-1.04)",5.82
3840,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.59,0.00,-1.11)",5.55
3850,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.44,0.00,-0.20)",5.17
3860,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.67,0.00,0.14)",5.29
3870,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Cylinder,"(-4.63,0.21,0.73)",5.09
3880,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Cylinder,"(-4.75,0.14,0.73)",5.22
3890,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.99,0.00,0.73)",5.50
3900,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.99,0.00,0.73)",5.50
3910,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.99,0.00,0.74)",5.50
3920,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-5.00,0.00,0.74)",5.51
3930,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-5.00,0.00,0.74)",5.51
3940,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.46,0.00,1.50)",5.08
3950,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.07,0.00,2.02)",4.86
3960,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.69,0.00,0.96)",5.24
3970,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.79,0.00,0.73)",5.33
3980,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.79,0.00,0.73)",5.33
3990,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.79,0.00,0.73)",5.33
4000,"(0.04,2.75,0.69)","(-0.81,-0.23,-0.54)",Wall East (1),"(-5.77,1.11,-3.19)",7.18,Ground,"(-4.79,0.00,0.73)",5.33
4010,"(0.04,2.75,0.69)","(-0.87,-0.24,-0.44)",Wall East (1),"(-5.77,1.13,-2.22)",6.70,Ground,"(-4.79,0.00,0.73)",5.33
4020,"(0.04,2.75,0.69)","(-0.91,-0.29,-0.31)",Wall East (1),"(-5.77,0.86,-1.27)",6.42,Ground,"(-4.79,0.00,0.73)",5.33
4030,"(0.04,2.75,0.69)","(-0.91,-0.39,-0.17)",Wall East (1),"(-5.77,0.24,-0.37)",6.42,Ground,"(-4.79,0.00,0.73)",5.33
4040,"(0.04,2.75,0.69)","(-0.90,-0.44,-0.03)",Door 3 Trigger,"(-5.58,0.01,0.49)",6.26,Ground,"(-4.79,0.00,0.73)",5.33
4050,"(0.04,2.75,0.69)","(-0.89,-0.44,0.05)",Door 3 Trigger,"(-5.50,0.01,1.03)",6.19,Ground,"(-4.79,0.00,0.73)",5.33
4060,"(0.04,2.75,0.69)","(-0.89,-0.44,0.06)",Door 3 Trigger,"(-5.50,0.01,1.04)",6.19,Ground,"(-4.79,0.00,0.73)",5.33
4070,"(0.04,2.75,0.69)","(-0.89,-0.44,0.06)",Door 3 Trigger,"(-5.50,0.01,1.04)",6.19,Ground,"(-4.79,0.00,0.73)",5.33
4080,"(0.04,2.75,0.69)","(-0.89,-0.44,0.06)",Door 3 Trigger,"(-5.50,0.01,1.04)",6.19,Ground,"(-4.79,0.00,0.73)",5.33
4090,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4100,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4110,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4120,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4130,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4140,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4150,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4160,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4170,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4180,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4190,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4200,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4210,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4220,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4230,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4240,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4250,"(0.07,2.75,0.25)","(-0.90,-0.44,-0.04)",Door 3 Trigger,"(-5.48,0.01,0.03)",6.19,Ground,"(-4.78,0.00,-0.22)",5.36
4260,"(0.36,2.75,-0.92)","(-0.85,-0.44,-0.27)",Ground,"(-5.02,0.00,-2.37)",6.21,Ground,"(-4.28,0.00,-2.43)",5.36
4270,"(0.40,2.75,-1.03)","(-0.85,-0.44,-0.30)",Cylinder,"(-4.05,0.42,-2.58)",5.26,Ground,"(-4.10,0.00,-2.89)",5.36
4280,"(0.40,2.75,-1.03)","(-0.85,-0.44,-0.30)",Cylinder,"(-4.04,0.42,-2.58)",5.25,Ground,"(-4.11,0.00,-2.88)",5.37
4290,"(0.40,2.75,-1.03)","(-0.85,-0.44,-0.30)",Cylinder,"(-4.06,0.41,-2.59)",5.27,Ground,"(-4.11,0.00,-2.88)",5.37
4300,"(0.40,2.75,-1.03)","(-0.85,-0.44,-0.30)",Cylinder,"(-4.11,0.39,-2.60)",5.33,Ground,"(-4.11,0.00,-2.88)",5.37
4310,"(0.40,2.75,-1.03)","(-0.85,-0.44,-0.30)",Ground,"(-4.85,0.00,-2.86)",6.21,Ground,"(-4.11,0.00,-2.88)",5.37
4320,"(0.40,2.75,-1.03)","(-0.85,-0.44,-0.30)",Ground,"(-4.85,0.00,-2.86)",6.21,Ground,"(-4.11,0.00,-2.88)",5.37
4330,"(0.40,2.75,-1.03)","(-0.85,-0.44,-0.30)",Ground,"(-4.85,0.00,-2.86)",6.21,Ground,"(-4.11,0.00,-2.88)",5.37
4340,"(0.41,2.75,-1.04)","(-0.85,-0.44,-0.30)",Ground,"(-4.84,0.00,-2.87)",6.20,Ground,"(-4.11,0.00,-2.88)",5.37
4350,"(0.41,2.75,-1.06)","(-0.85,-0.44,-0.30)",Ground,"(-4.85,0.00,-2.90)",6.22,Ground,"(-4.11,0.00,-2.88)",5.37
4360,"(0.41,2.76,-1.07)","(-0.86,-0.40,-0.31)",Ground,"(-5.53,0.00,-3.19)",6.89,Ground,"(-4.11,0.00,-2.88)",5.37
4370,"(0.41,2.76,-1.07)","(-0.87,-0.36,-0.32)",Wall East (1),"(-5.77,0.20,-3.35)",7.07,Ground,"(-4.11,0.00,-2.88)",5.37
4380,"(0.41,2.76,-1.07)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.25,-3.37)",7.06,Ground,"(-4.11,0.00,-2.88)",5.37
4390,"(0.41,2.76,-1.07)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.25,-3.37)",7.06,Ground,"(-4.11,0.00,-2.88)",5.37
4400,"(0.41,2.76,-1.07)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.25,-3.37)",7.06,Ground,"(-4.11,0.00,-2.88)",5.37
4410,"(0.41,2.76,-1.07)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.25,-3.37)",7.06,Ground,"(-4.11,0.00,-2.88)",5.37
4420,"(0.41,2.76,-1.07)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.25,-3.38)",7.06,Ground,"(-4.11,0.00,-2.88)",5.37
4430,"(0.44,2.74,-1.10)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.22,-3.42)",7.09,Ground,"(-4.11,0.00,-2.88)",5.37
4440,"(0.45,2.69,-1.10)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.17,-3.42)",7.10,Ground,"(-4.11,0.00,-2.88)",5.37
4450,"(0.46,2.68,-1.10)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.15,-3.42)",7.11,Ground,"(-4.11,0.00,-2.88)",5.37
4460,"(0.42,2.77,-1.10)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.26,-3.41)",7.07,Ground,"(-4.11,0.00,-2.88)",5.37
4470,"(0.40,2.85,-1.12)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.35,-3.42)",7.04,Ground,"(-4.11,0.00,-2.88)",5.37
4480,"(0.38,2.91,-1.16)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.42,-3.45)",7.03,Ground,"(-4.11,0.00,-2.88)",5.37
4490,"(0.38,2.94,-1.18)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.45,-3.48)",7.02,Ground,"(-4.11,0.00,-2.88)",5.37
4500,"(0.35,2.98,-1.15)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.50,-3.43)",6.99,Ground,"(-4.11,0.00,-2.88)",5.37
4510,"(0.31,3.01,-1.07)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.55,-3.34)",6.94,Ground,"(-4.11,0.00,-2.88)",5.37
4520,"(0.29,3.04,-1.03)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.58,-3.29)",6.91,Ground,"(-4.11,0.00,-2.88)",5.37
4530,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.11,0.00,-2.88)",5.37
4540,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.11,0.00,-2.88)",5.37
4550,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.11,0.00,-2.88)",5.37
4560,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.11,0.00,-2.88)",5.37
4570,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.11,0.00,-2.88)",5.37
4580,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.10,0.00,-2.90)",5.37
4590,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.10,0.00,-3.81)",5.77
4600,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Cylinder,"(-4.21,0.31,-4.41)",6.02
4610,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Cylinder,"(-4.23,0.34,-4.44)",6.03
4620,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Cylinder,"(-4.29,0.35,-4.48)",6.09
4630,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.87,0.00,-4.97)",6.93
4640,"(0.28,3.04,-1.02)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.59,-3.28)",6.91,Ground,"(-4.87,0.00,-4.97)",6.93
4650,"(-0.18,3.04,-1.19)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,0.75,-3.28)",6.47,Wall East (1),"(-5.77,0.04,-4.22)",6.84
4660,"(-1.07,3.04,-1.52)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.11,-3.28)",5.46,Wall East (1),"(-5.77,0.52,-4.03)",5.70
4670,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Wall East (1),"(-5.77,0.40,-4.45)",5.55
4680,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Wall East (1),"(-5.77,0.32,-4.47)",5.60
4690,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Wall East (1),"(-5.77,0.31,-4.48)",5.61
4700,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Wall East (1),"(-5.77,0.29,-4.52)",5.63
4710,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Wall East (1),"(-5.77,0.30,-4.47)",5.61
4720,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Wall East (1),"(-5.77,0.30,-4.46)",5.60
4730,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Ground,"(-5.15,0.00,-5.68)",6.08
4740,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Cylinder,"(-4.13,0.40,-5.08)",4.92
4750,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Cylinder,"(-4.04,0.51,-5.12)",4.85
4760,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Cylinder,"(-4.06,0.49,-5.15)",4.90
4770,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Cylinder,"(-2.40,2.20,-2.61)",1.41
4780,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Ground,"(-4.53,0.00,-5.87)",5.89
4790,"(-1.42,3.04,-1.65)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.28,-3.28)",4.96,Ground,"(-5.70,0.00,-5.05)",6.02
4800,"(-1.96,3.04,-1.86)","(-0.88,-0.36,-0.33)",Wall East (1),"(-5.77,1.46,-3.28)",4.45,Wall East (1),"(-5.77,0.83,-2.79)",4.27
4810,"(-2.87,3.04,-2.20)","(-0.88,-0.36,-0.33)",Cylinder,"(-2.84,3.03,-2.18)",0.05,Wall East (1),"(-5.77,1.40,-2.55)",3.10
4820,"(-2.87,3.04,-2.20)","(-0.88,-0.36,-0.33)",Cylinder,"(-3.01,2.99,-2.25)",0.16,Wall East (1),"(-5.77,1.44,-2.57)",3.01
4830,"(-3.14,3.04,-1.32)","(-0.92,-0.36,-0.15)",Cylinder,"(-3.23,3.00,-1.43)",0.12,Wall East (1),"(-5.77,1.59,-1.27)",2.71
4840,"(-3.22,3.04,-0.38)","(-0.93,-0.36,0.05)",Cylinder,"(-3.33,3.00,-0.47)",0.12,Wall East (1),"(-5.77,1.60,0.21)",2.69
