frame_no,user_position,user_orientation,camera_hit_obj,camera_hit_point,camera_hit_dist,controller_hit_obj,controller_hit_point,controller_hit_distance
15840,"(107.98,3.31,5.76)","(-0.94,0.00,0.33)",Wall West,"(94.79,3.31,10.33)",13.96,Ground,"(96.12,0.00,11.24)",13.07
15850,"(107.98,3.31,5.76)","(-0.94,0.00,0.33)",Wall West,"(94.79,3.31,10.33)",13.96,Ground,"(96.12,0.00,11.24)",13.07
15860,"(107.98,3.31,5.76)","(-0.94,0.00,0.33)",Wall West,"(94.79,3.31,10.33)",13.96,Ground,"(96.12,0.00,11.24)",13.07
15870,"(107.98,3.31,5.76)","(-0.94,0.00,0.33)",Wall West,"(94.79,3.31,10.33)",13.96,Ground,"(96.12,0.00,11.24)",13.07
15880,"(107.98,3.31,5.76)","(-0.94,0.00,0.33)",Wall West,"(94.79,3.31,10.33)",13.96,Ground,"(96.12,0.00,11.24)",13.07
15890,"(108.04,3.31,5.91)","(-0.93,0.00,0.36)",Wall West,"(94.79,3.31,10.83)",14.13,Ground,"(96.31,0.00,11.66)",13.07
15900,"(108.21,3.31,6.29)","(-0.90,0.00,0.44)",Wall North,"(95.11,3.31,12.25)",14.39,Wall North,"(97.95,0.32,12.25)",11.83
15910,"(108.22,3.31,6.33)","(-0.89,0.00,0.45)",Wall North,"(96.37,3.31,12.25)",13.25,Wall North,"(98.88,0.54,12.25)",11.00
15920,"(108.22,3.31,6.33)","(-0.89,0.00,0.45)",Wall North,"(96.37,3.31,12.25)",13.25,Wall North,"(98.88,0.54,12.25)",11.00
15930,"(108.22,3.31,6.33)","(-0.89,0.00,0.45)",Wall North,"(96.37,3.31,12.25)",13.25,Wall North,"(98.88,0.54,12.25)",11.00
15940,"(108.22,3.31,6.33)","(-0.89,0.00,0.45)",Wall North,"(96.37,3.31,12.25)",13.25,Wall North,"(98.88,0.54,12.25)",11.00
15950,"(108.22,3.31,6.33)","(-0.89,0.00,0.45)",Wall North,"(96.37,3.31,12.25)",13.25,Wall North,"(98.88,0.54,12.25)",11.00
15960,"(108.10,3.31,6.14)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,12.13)",14.63,Wall North,"(97.53,0.22,12.25)",12.21
15970,"(107.71,3.31,5.99)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,11.81)",14.20,Wall North,"(96.88,0.14,12.25)",12.53
15980,"(107.32,3.31,5.84)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,11.51)",13.81,Wall North,"(96.28,0.07,12.25)",12.81
15990,"(106.92,3.31,5.69)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,11.20)",13.40,Ground,"(95.69,0.00,12.23)",13.07
16000,"(106.46,3.31,5.57)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.87,Ground,"(95.21,0.00,12.05)",13.07
16010,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16020,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16030,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16040,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16050,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16060,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16070,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16080,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16090,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16100,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16110,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16120,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16130,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16140,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16150,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16160,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16170,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16180,"(106.35,3.31,5.62)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.67,Ground,"(95.02,0.00,12.13)",13.07
16190,"(106.13,3.31,5.72)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.49,Ground,"(94.86,0.00,12.20)",13.07
16200,"(105.71,3.31,5.90)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",12.05,Wall West,"(94.79,0.10,12.19)",12.68
16210,"(105.27,3.31,6.10)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.57,Wall West,"(94.79,0.24,12.14)",12.16
16220,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16230,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16240,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16250,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16260,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16270,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16280,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16290,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16300,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16310,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16320,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16330,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16340,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16350,"(105.06,3.31,6.20)","(-0.91,0.00,0.41)",Wall West,"(94.79,3.31,10.80)",11.25,Wall West,"(94.79,0.33,12.11)",11.81
16360,"(104.92,3.31,5.87)","(-0.94,0.00,0.34)",Wall West,"(94.79,3.31,9.80)",10.87,Wall West,"(94.79,0.46,11.02)",11.31
16370,"(104.80,3.31,5.48)","(-0.97,0.00,0.26)",Wall West,"(94.79,3.31,8.44)",10.44,Wall West,"(94.79,0.60,9.58)",10.74
16380,"(104.71,3.31,5.07)","(-0.98,0.00,0.17)",Wall West,"(94.79,3.31,7.07)",10.12,Wall West,"(94.79,0.72,8.14)",10.29
16390,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.88)",9.95,Wall West,"(94.79,0.79,6.92)",10.02
16400,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16410,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16420,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16430,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16440,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16450,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16460,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16470,"(104.66,3.31,4.66)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.91,Wall West,"(94.79,0.81,6.54)",9.95
16480,"(104.86,3.31,4.64)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",9.99,Wall West,"(94.79,0.79,6.55)",10.03
16490,"(105.28,3.31,4.60)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",10.49,Wall West,"(94.79,0.65,6.60)",10.56
16500,"(105.68,3.31,4.57)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",10.89,Wall West,"(94.79,0.54,6.63)",10.98
16510,"(106.10,3.31,4.53)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.31,Wall West,"(94.79,0.43,6.67)",11.42
16520,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16530,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16540,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16550,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16560,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16570,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16580,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16590,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16600,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16610,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16620,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16630,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16640,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16650,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16660,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16670,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16680,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16690,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16700,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16710,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16720,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16730,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16740,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16750,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16760,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16770,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16780,"(106.45,3.31,4.50)","(-1.00,0.00,0.09)",Wall West,"(94.79,3.31,5.51)",11.71,Wall West,"(94.79,0.32,6.71)",11.84
16790,"(106.49,3.31,4.76)","(-0.99,0.00,0.14)",Wall West,"(94.79,3.31,6.42)",11.81,Wall West,"(94.79,0.27,7.64)",12.02
16800,"(106.49,3.31,4.76)","(-0.99,0.00,0.14)",Wall West,"(94.79,3.31,6.42)",11.81,Wall West,"(94.79,0.27,7.64)",12.02
16810,"(106.49,3.31,4.76)","(-0.99,0.00,0.14)",Wall West,"(94.79,3.31,6.42)",11.81,Wall West,"(94.79,0.27,7.64)",12.02
16820,"(106.49,3.31,4.76)","(-0.99,0.00,0.14)",Wall West,"(94.79,3.31,6.42)",11.81,Wall West,"(94.79,0.27,7.64)",12.02
16830,"(106.49,3.31,4.76)","(-0.99,0.00,0.14)",Wall West,"(94.79,3.31,6.42)",11.81,Wall West,"(94.79,0.27,7.64)",12.02
16840,"(106.49,3.31,4.76)","(-0.99,0.00,0.14)",Wall West,"(94.79,3.31,6.42)",11.81,Wall West,"(94.79,0.27,7.64)",12.02
16850,"(106.52,3.31,4.95)","(-0.98,0.00,0.18)",Wall West,"(94.79,3.31,6.69)",11.85,Wall West,"(94.79,0.26,7.92)",12.08
16860,"(106.61,3.31,5.34)","(-0.96,0.00,0.26)",Wall West,"(94.79,3.31,8.12)",12.14,Wall West,"(94.79,0.15,9.41)",12.50
16870,"(106.73,3.31,5.73)","(-0.94,0.00,0.34)",Wall West,"(94.79,3.31,9.61)",12.56,Wall West,"(94.79,0.00,10.99)",13.07
16880,"(106.89,3.31,6.09)","(-0.91,0.00,0.42)",Wall West,"(94.79,3.31,11.20)",13.13,Wall North,"(95.60,0.05,12.25)",12.87
16890,"(107.08,3.31,6.47)","(-0.87,0.00,0.50)",Wall North,"(96.73,3.31,12.25)",11.86,Wall North,"(98.83,0.80,12.25)",9.98
16900,"(107.33,3.31,6.85)","(-0.82,0.00,0.58)",Wall North,"(99.31,3.31,12.25)",9.66,Wall North,"(100.87,1.24,12.25)",8.27
16910,"(107.59,3.31,7.18)","(-0.76,0.00,0.65)",Wall North,"(101.14,3.31,12.25)",8.20,Wall North,"(102.37,1.55,12.25)",7.09
16920,"(107.85,3.31,7.46)","(-0.71,0.00,0.71)",Wall North,"(103.06,3.31,12.25)",6.77,Wall North,"(104.00,1.86,12.25)",5.90
16930,"(107.85,3.31,7.46)","(-0.71,0.00,0.71)",Wall North,"(103.06,3.31,12.25)",6.77,Wall North,"(104.00,1.86,12.25)",5.90
16940,"(107.85,3.31,7.46)","(-0.71,0.00,0.71)",Wall North,"(103.06,3.31,12.25)",6.77,Wall North,"(104.00,1.86,12.25)",5.90
16950,"(107.85,3.31,7.46)","(-0.71,0.00,0.71)",Wall North,"(103.06,3.31,12.25)",6.77,Wall North,"(104.00,1.86,12.25)",5.90
16960,"(107.58,3.31,7.29)","(-0.74,0.00,0.67)",Wall North,"(102.20,3.31,12.25)",7.36,Wall North,"(103.26,1.73,12.25)",6.39
16970,"(107.00,3.31,7.27)","(-0.74,0.00,0.67)",Wall North,"(101.65,3.31,12.25)",7.39,Wall North,"(102.71,1.72,12.25)",6.43
16980,"(106.52,3.31,7.24)","(-0.74,0.00,0.67)",Wall North,"(101.13,3.31,12.25)",7.43,Wall North,"(102.20,1.71,12.25)",6.46
16990,"(106.10,3.31,7.22)","(-0.74,0.00,0.67)",Wall North,"(100.71,3.31,12.25)",7.45,Wall North,"(101.78,1.71,12.25)",6.48
17000,"(105.70,3.31,7.21)","(-0.74,0.00,0.67)",Wall North,"(100.29,3.31,12.25)",7.48,Wall North,"(101.36,1.70,12.25)",6.51
17010,"(105.28,3.31,7.19)","(-0.74,0.00,0.67)",Wall North,"(99.76,3.31,12.25)",7.52,Wall North,"(100.84,1.69,12.25)",6.54
17020,"(104.86,3.31,7.17)","(-0.74,0.00,0.67)",Wall North,"(99.32,3.31,12.25)",7.54,Wall North,"(100.40,1.69,12.25)",6.57
17030,"(104.46,3.31,7.15)","(-0.74,0.00,0.67)",Wall North,"(98.91,3.31,12.25)",7.57,Wall North,"(99.99,1.68,12.25)",6.60
17040,"(104.06,3.31,7.13)","(-0.74,0.00,0.67)",Wall North,"(98.49,3.31,12.25)",7.60,Wall North,"(99.57,1.67,12.25)",6.62
17050,"(103.64,3.31,7.11)","(-0.74,0.00,0.67)",Wall North,"(98.09,3.31,12.25)",7.63,Wall North,"(99.18,1.67,12.25)",6.65
17060,"(103.22,3.31,7.09)","(-0.74,0.00,0.67)",Wall North,"(97.65,3.31,12.25)",7.65,Wall North,"(98.74,1.66,12.25)",6.67
17070,"(102.76,3.31,7.07)","(-0.74,0.00,0.67)",Wall North,"(97.14,3.31,12.25)",7.69,Wall North,"(98.24,1.65,12.25)",6.70
17080,"(102.36,3.31,7.05)","(-0.74,0.00,0.67)",Wall North,"(96.70,3.31,12.25)",7.72,Wall North,"(97.80,1.64,12.25)",6.73
17090,"(101.97,3.31,7.03)","(-0.74,0.00,0.67)",Wall North,"(96.28,3.31,12.25)",7.74,Wall North,"(97.38,1.64,12.25)",6.76
17100,"(101.52,3.31,7.01)","(-0.74,0.00,0.67)",Wall North,"(95.88,3.31,12.25)",7.77,Wall North,"(96.99,1.63,12.25)",6.78
17110,"(101.11,3.31,6.99)","(-0.74,0.00,0.67)",Wall North,"(95.46,3.31,12.25)",7.80,Wall North,"(96.57,1.62,12.25)",6.81
17120,"(100.71,3.31,6.97)","(-0.74,0.00,0.67)",Wall North,"(95.04,3.31,12.25)",7.83,Wall North,"(96.16,1.62,12.25)",6.83
17130,"(100.31,3.31,6.96)","(-0.74,0.00,0.67)",Wall West,"(94.79,3.31,12.10)",7.63,Wall North,"(95.74,1.61,12.25)",6.86
17140,"(99.91,3.31,6.94)","(-0.74,0.00,0.67)",Wall West,"(94.79,3.31,11.72)",7.09,Wall North,"(95.32,1.60,12.25)",6.89
17150,"(99.51,3.31,6.92)","(-0.74,0.00,0.67)",Wall West,"(94.79,3.31,11.33)",6.55,Wall North,"(94.91,1.60,12.25)",6.91
17160,"(99.11,3.31,6.90)","(-0.74,0.00,0.67)",Wall West,"(94.79,3.31,10.95)",6.01,Wall West,"(94.79,1.71,11.92)",6.48
17170,"(98.67,3.31,6.88)","(-0.74,0.00,0.67)",Wall West,"(94.79,3.31,10.45)",5.30,Wall West,"(94.79,1.92,11.33)",5.68
17180,"(98.25,3.31,6.86)","(-0.74,0.00,0.67)",Wall West,"(94.79,3.31,10.09)",4.79,Wall West,"(94.79,2.07,10.89)",5.10
17190,"(97.85,3.31,6.84)","(-0.74,0.00,0.67)",Wall West,"(94.79,3.31,9.71)",4.25,Wall West,"(94.79,2.23,10.44)",4.48
17200,"(97.50,3.31,6.71)","(-0.76,0.00,0.65)",Wall West,"(94.79,3.31,9.21)",3.69,Wall West,"(94.79,2.39,9.85)",3.83
17210,"(97.48,3.31,6.68)","(-0.77,0.00,0.64)",Wall West,"(94.79,3.31,8.93)",3.51,Wall West,"(94.79,2.45,9.53)",3.60
17220,"(97.48,3.31,6.68)","(-0.77,0.00,0.64)",Wall West,"(94.79,3.31,8.93)",3.51,Wall West,"(94.79,2.45,9.53)",3.60
17230,"(97.48,3.31,6.68)","(-0.77,0.00,0.64)",Wall West,"(94.79,3.31,8.93)",3.51,Wall West,"(94.79,2.45,9.53)",3.60
17240,"(97.48,3.31,6.68)","(-0.77,0.00,0.64)",Wall West,"(94.79,3.31,8.93)",3.51,Wall West,"(94.79,2.45,9.53)",3.60
17250,"(97.26,3.31,6.39)","(-0.81,0.00,0.58)",Wall West,"(94.79,3.31,8.33)",3.13,Wall West,"(94.79,2.57,8.85)",3.14
17260,"(97.02,3.31,6.02)","(-0.86,0.00,0.51)",Wall West,"(94.79,3.31,7.55)",2.70,Wall West,"(94.79,2.71,7.99)",2.60
17270,"(96.84,3.31,5.67)","(-0.90,0.00,0.43)",Wall West,"(94.79,3.31,6.84)",2.36,Wall West,"(94.79,2.82,7.22)",2.18
17280,"(96.68,3.31,5.30)","(-0.94,0.00,0.35)",Wall West,"(94.79,3.31,6.20)",2.09,Wall West,"(94.79,2.91,6.53)",1.86
17290,"(96.56,3.31,4.92)","(-0.96,0.00,0.27)",Wall West,"(94.79,3.31,5.60)",1.89,Wall West,"(94.79,2.97,5.90)",1.61
17300,"(96.46,3.31,4.51)","(-0.98,0.00,0.19)",Wall West,"(94.79,3.31,4.89)",1.71,Wall West,"(94.79,3.03,5.16)",1.39
17310,"(96.40,3.31,4.12)","(-0.99,0.00,0.11)",Wall West,"(94.79,3.31,4.34)",1.63,Wall West,"(94.79,3.06,4.60)",1.28
17320,"(96.38,3.31,3.65)","(-1.00,0.00,0.01)",Wall West,"(94.79,3.31,3.80)",1.59,Wall West,"(94.79,3.07,4.05)",1.22
17330,"(96.40,3.31,3.16)","(-1.00,0.00,-0.09)",Wall West,"(94.79,3.31,3.11)",1.61,Wall West,"(94.79,3.07,3.36)",1.21
17340,"(96.46,3.31,2.76)","(-0.98,0.00,-0.18)",Wall West,"(94.79,3.31,2.57)",1.68,Wall West,"(94.79,3.06,2.82)",1.26
17350,"(96.55,3.31,2.35)","(-0.96,0.00,-0.26)",Wall West,"(94.79,3.31,2.01)",1.79,Wall West,"(94.79,3.04,2.28)",1.35
17360,"(96.68,3.31,1.95)","(-0.94,0.00,-0.35)",Wall West,"(94.79,3.31,1.31)",2.00,Wall West,"(94.79,2.99,1.61)",1.53
17370,"(96.85,3.31,1.57)","(-0.90,0.00,-0.43)",Wall West,"(94.79,3.31,0.66)",2.25,Wall West,"(94.79,2.93,0.98)",1.75
17380,"(97.05,3.31,1.20)","(-0.86,0.00,-0.51)",Wall West,"(94.79,3.31,0.01)",2.55,Wall West,"(94.79,2.87,0.38)",2.02
17390,"(97.26,3.31,0.86)","(-0.82,0.00,-0.58)",Wall West,"(94.79,3.31,-0.73)",2.94,Wall West,"(94.79,2.78,-0.31)",2.36
17400,"(97.52,3.31,0.53)","(-0.76,0.00,-0.65)",Wall West,"(94.79,3.31,-1.56)",3.43,Wall West,"(94.79,2.66,-1.05)",2.80
17410,"(97.81,3.31,0.22)","(-0.70,0.00,-0.71)",Wall West,"(94.79,3.31,-2.51)",4.07,Wall West,"(94.79,2.52,-1.91)",3.35
17420,"(98.12,3.31,-0.06)","(-0.64,0.00,-0.77)",Wall West,"(94.79,3.31,-3.95)",5.12,Wall West,"(94.79,2.29,-3.14)",4.24
17430,"(98.46,3.31,-0.31)","(-0.57,0.00,-0.82)",Wall West,"(94.79,3.31,-5.45)",6.31,Wall West,"(94.79,2.03,-4.40)",5.22
17440,"(98.83,3.31,-0.54)","(-0.49,0.00,-0.87)",Wall West,"(94.79,3.31,-7.30)",7.87,Wall West,"(94.79,1.71,-5.88)",6.47
17450,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17460,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17470,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17480,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17490,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17500,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17510,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17520,"(99.10,3.31,-0.68)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17530,"(99.05,3.31,-0.79)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.92,Wall West,"(94.79,1.31,-7.64)",8.02
17540,"(98.86,3.31,-1.18)","(-0.43,0.00,-0.90)",Wall West,"(94.79,3.31,-9.61)",9.40,Wall West,"(94.79,1.43,-7.74)",7.57
