frame_no,user_position,user_orientation,camera_hit_obj,camera_hit_point,camera_hit_dist,controller_hit_obj,controller_hit_point,controller_hit_distance
4600,"(5.22,3.31,3.49)","(0.93,0.00,-0.37)",Wall East,"(10.29,3.31,1.48)",5.45,Cylinder,"(7.44,3.16,1.88)",2.30
4610,"(5.22,3.31,3.49)","(0.93,0.00,-0.37)",Wall East,"(10.29,3.31,1.48)",5.45,Cylinder,"(7.44,3.16,1.88)",2.30
4620,"(5.06,3.31,3.13)","(0.90,0.00,-0.44)",Wall East,"(10.29,3.31,0.84)",5.70,Cylinder,"(7.23,3.16,1.51)",2.30
4630,"(4.87,3.31,2.78)","(0.86,0.00,-0.52)",Wall East,"(10.29,3.31,-0.17)",6.17,Cylinder,"(6.89,3.16,0.99)",2.30
4640,"(4.72,3.31,2.55)","(0.82,0.00,-0.57)",Wall East,"(10.29,3.31,-0.93)",6.57,Cylinder,"(6.63,3.16,0.64)",2.30
4650,"(4.46,3.31,2.21)","(0.77,0.00,-0.64)",Wall East,"(10.29,3.31,-2.46)",7.47,Cylinder,"(6.11,3.16,0.05)",2.30
4660,"(4.19,3.31,1.91)","(0.72,0.00,-0.70)",Wall East,"(10.29,3.31,-3.90)",8.42,Cylinder,"(5.65,3.16,-0.38)",2.30
4670,"(3.90,3.31,1.64)","(0.65,0.00,-0.76)",Wall East,"(10.29,3.31,-5.55)",9.62,Cylinder,"(5.17,3.16,-0.76)",2.30
4680,"(3.68,3.31,1.47)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",10.85,Cylinder,"(4.76,3.16,-1.05)",2.30
4690,"(3.68,3.31,1.47)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",10.85,Cylinder,"(4.76,3.16,-1.05)",2.30
4700,"(3.68,3.31,1.47)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",10.85,Cylinder,"(4.76,3.16,-1.05)",2.30
4710,"(3.71,3.31,1.43)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",10.85,Cylinder,"(4.76,3.16,-1.05)",2.30
4720,"(3.95,3.31,1.12)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",10.45,Cylinder,"(5.01,3.16,-1.40)",2.34
4730,"(4.20,3.31,0.80)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",10.05,Cylinder,"(5.29,3.15,-1.79)",2.42
4740,"(4.44,3.31,0.48)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",9.65,Cylinder,"(5.56,3.15,-2.18)",2.50
4750,"(4.69,3.31,0.15)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",9.23,Cylinder,"(5.85,3.14,-2.59)",2.58
4760,"(4.72,3.31,0.12)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",9.15,Cylinder,"(5.92,3.14,-2.71)",2.64
4770,"(4.72,3.31,0.12)","(0.61,0.00,-0.79)",Wall East,"(10.29,3.31,-7.14)",9.15,Cylinder,"(5.92,3.14,-2.71)",2.64
4780,"(4.42,3.31,-0.09)","(0.55,0.00,-0.84)",Wall East,"(10.29,3.31,-8.82)",10.52,Cylinder,"(5.47,3.14,-2.96)",2.64
4790,"(4.08,3.31,-0.29)","(0.48,0.00,-0.88)",Wall East,"(10.29,3.31,-11.47)",12.79,Cylinder,"(4.88,3.14,-3.24)",2.64
4800,"(3.68,3.31,-0.48)","(0.39,0.00,-0.92)",Game Win Trigger,"(8.78,3.31,-11.69)",12.31,Cylinder,"(4.27,3.14,-3.47)",2.64
4810,"(3.31,3.31,-0.62)","(0.31,0.00,-0.95)",Game Win Trigger,"(7.26,3.31,-11.69)",11.75,Cylinder,"(3.64,3.14,-3.65)",2.64
4820,"(2.92,3.31,-0.73)","(0.23,0.00,-0.97)",Game Win Trigger,"(5.83,3.31,-11.69)",11.34,Cylinder,"(3.00,3.14,-3.78)",2.64
4830,"(2.53,3.31,-0.81)","(0.15,0.00,-0.99)",Game Win Trigger,"(4.47,3.31,-11.69)",11.05,Cylinder,"(2.35,3.14,-3.85)",2.64
4840,"(2.13,3.31,-0.85)","(0.07,0.00,-1.00)",Game Win Trigger,"(3.13,3.31,-11.69)",10.89,Cylinder,"(1.70,3.14,-3.87)",2.64
4850,"(1.69,3.31,-0.86)","(-0.02,0.00,-1.00)",Game Win Trigger,"(1.63,3.31,-11.69)",10.83,Cylinder,"(0.98,3.13,-3.82)",2.64
4860,"(1.27,3.31,-0.82)","(-0.11,0.00,-0.99)",Wall South,"(0.11,3.31,-12.25)",11.48,Cylinder,"(0.29,3.12,-3.72)",2.64
4870,"(0.78,3.31,-0.74)","(-0.22,0.00,-0.98)",Wall South,"(-1.55,3.31,-12.25)",11.74,Cylinder,"(-0.37,3.04,-3.56)",2.64
4880,"(0.30,3.31,-0.60)","(-0.32,0.00,-0.95)",Wall South,"(-3.44,3.31,-12.25)",12.23,Cylinder,"(-1.05,2.96,-3.33)",2.64
4890,"(-0.18,3.31,-0.41)","(-0.42,0.00,-0.91)",Wall South,"(-5.39,3.31,-12.25)",12.93,Cylinder,"(-1.70,2.89,-3.04)",2.65
4900,"(-0.66,3.31,-0.15)","(-0.52,0.00,-0.86)",Wall East (1),"(-5.77,3.31,-9.22)",10.40,Cylinder,"(-2.32,2.83,-2.68)",2.65
4910,"(-1.02,3.31,0.09)","(-0.59,0.00,-0.80)",Wall East (1),"(-5.77,3.31,-6.53)",8.15,Cylinder,"(-2.96,2.81,-2.23)",2.65
4920,"(-1.33,3.31,0.34)","(-0.66,0.00,-0.75)",Wall East (1),"(-5.77,3.31,-4.87)",6.84,Cylinder,"(-3.45,2.81,-1.81)",2.65
4930,"(-1.65,3.31,0.65)","(-0.73,0.00,-0.69)",Wall East (1),"(-5.77,3.31,-3.50)",5.85,Cylinder,"(-3.87,2.77,-1.38)",2.65
4940,"(-1.91,3.31,0.95)","(-0.78,0.00,-0.63)",Wall East (1),"(-5.77,3.31,-2.35)",5.08,Cylinder,"(-4.29,2.77,-0.90)",2.65
4950,"(-1.98,3.31,1.04)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",4.76,Cylinder,"(-4.48,2.76,-0.64)",2.64
4960,"(-1.98,3.31,1.04)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",4.76,Cylinder,"(-4.48,2.76,-0.64)",2.64
4970,"(-1.98,3.31,1.04)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",4.76,Cylinder,"(-4.48,2.76,-0.64)",2.64
4980,"(-1.82,3.31,1.17)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",4.84,Cylinder,"(-4.44,2.75,-0.61)",2.67
4990,"(-1.51,3.31,1.41)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",5.24,Cylinder,"(-4.06,2.77,-0.32)",2.59
5000,"(-1.19,3.31,1.65)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",5.64,Cylinder,"(-3.68,2.79,-0.03)",2.51
5010,"(-0.87,3.31,1.89)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",6.04,Cylinder,"(-3.29,2.81,0.25)",2.44
5020,"(-0.55,3.31,2.14)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",6.44,Cylinder,"(-2.91,2.82,0.54)",2.35
5030,"(-0.23,3.31,2.38)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",6.84,Cylinder,"(-2.53,2.84,0.83)",2.27
5040,"(0.09,3.31,2.62)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",7.24,Cylinder,"(-2.15,2.86,1.12)",2.19
5050,"(0.40,3.31,2.86)","(-0.80,0.00,-0.61)",Wall East (1),"(-5.77,3.31,-1.84)",7.64,Cylinder,"(-1.77,2.88,1.40)",2.12
5060,"(0.74,3.31,3.12)","(-0.80,0.00,-0.61)",Cylinder,"(-1.53,3.31,1.39)",2.81,Cylinder,"(-1.29,2.90,1.76)",2.02
5070,"(1.06,3.31,3.36)","(-0.80,0.00,-0.61)",Cylinder,"(-1.07,3.31,1.74)",2.63,Cylinder,"(-0.91,2.92,2.05)",1.94
5080,"(1.18,3.31,3.45)","(-0.80,0.00,-0.61)",Cylinder,"(-0.86,3.31,1.90)",2.56,Cylinder,"(-0.68,2.94,2.22)",1.85
5090,"(1.18,3.31,3.45)","(-0.80,0.00,-0.61)",Cylinder,"(-0.86,3.31,1.90)",2.56,Cylinder,"(-0.68,2.94,2.22)",1.85
5100,"(1.11,3.31,3.50)","(-0.81,0.00,-0.59)",Cylinder,"(-0.93,3.31,1.98)",2.57,Cylinder,"(-0.74,2.94,2.30)",1.84
5110,"(0.89,3.31,3.50)","(-0.86,0.00,-0.52)",Cylinder,"(-1.27,3.31,2.16)",2.57,Cylinder,"(-1.05,2.94,2.47)",1.83
5120,"(0.76,3.31,3.50)","(-0.89,0.00,-0.46)",Cylinder,"(-1.52,3.31,2.31)",2.57,Cylinder,"(-1.29,2.94,2.60)",1.85
5130,"(0.76,3.31,3.50)","(-0.89,0.00,-0.46)",Cylinder,"(-1.52,3.31,2.31)",2.58,Cylinder,"(-1.29,2.94,2.60)",1.85
5140,"(0.76,3.31,3.50)","(-0.89,0.00,-0.46)",Cylinder,"(-1.54,3.31,2.30)",2.60,Cylinder,"(-1.29,2.94,2.62)",1.85
5150,"(0.55,3.31,3.39)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",7.17,Cylinder,"(-1.48,2.94,2.55)",1.84
5160,"(0.19,3.31,3.21)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.77,Cylinder,"(-1.91,2.91,2.36)",1.92
5170,"(-0.20,3.31,3.00)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.37,Cylinder,"(-2.35,2.88,2.18)",2.00
5180,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.54,2.85,2.15)",2.07
5190,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.55,2.82,2.21)",2.07
5200,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.56,2.80,2.26)",2.07
5210,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.59,2.76,2.38)",2.07
5220,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.59,2.76,2.42)",2.07
5230,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.60,2.76,2.46)",2.07
5240,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.60,2.76,2.46)",2.07
5250,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.60,2.76,2.46)",2.07
5260,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.62,2.75,2.46)",2.09
5270,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.67,2.74,2.45)",2.14
5280,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Cylinder,"(-2.80,2.70,2.42)",2.28
5290,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Wall East (1),"(-5.77,1.81,1.82)",5.44
5300,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Wall East (1),"(-5.77,1.81,1.82)",5.44
5310,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Wall East (1),"(-5.77,1.81,1.82)",5.44
5320,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Wall East (1),"(-5.77,1.81,1.82)",5.44
5330,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Wall East (1),"(-5.77,1.81,1.82)",5.44
5340,"(-0.23,3.31,2.98)","(-0.89,0.00,-0.46)",Wall East (1),"(-5.77,3.31,0.08)",6.25,Wall East (1),"(-5.77,1.81,1.82)",5.44
5350,"(-0.10,3.31,2.74)","(-0.86,0.00,-0.52)",Wall East (1),"(-5.77,3.31,-0.45)",6.51,Wall East (1),"(-5.77,1.76,1.38)",5.60
5360,"(0.13,3.31,2.41)","(-0.81,0.00,-0.59)",Wall East (1),"(-5.77,3.31,-1.61)",7.13,Door 1 Wiring - 3,"(-5.60,1.70,0.52)",5.80
5370,"(0.40,3.31,2.06)","(-0.75,0.00,-0.66)",Wall East (1),"(-5.77,3.31,-2.90)",7.92,Wall East (1),"(-5.77,1.51,-0.53)",6.49
5380,"(0.68,3.31,1.77)","(-0.70,0.00,-0.72)",Wall East (1),"(-5.77,3.31,-4.39)",8.92,Wall East (1),"(-5.77,1.34,-1.60)",7.10
5390,"(0.98,3.31,1.51)","(-0.63,0.00,-0.77)",Wall East (1),"(-5.77,3.31,-6.14)",10.20,Wall East (1),"(-5.77,1.13,-2.79)",7.85
5400,"(1.30,3.31,1.27)","(-0.57,0.00,-0.82)",Wall East (1),"(-5.77,3.31,-8.28)",11.88,Wall East (1),"(-5.77,0.86,-4.12)",8.78
5410,"(1.64,3.31,1.06)","(-0.50,0.00,-0.87)",Wall East (1),"(-5.77,3.31,-10.98)",14.13,Wall East (1),"(-5.77,0.54,-5.66)",9.93
5420,"(1.99,3.31,0.88)","(-0.42,0.00,-0.91)",Wall South,"(-4.63,3.31,-12.25)",14.70,Wall East (1),"(-5.77,0.12,-7.46)",11.39
5430,"(2.36,3.31,0.73)","(-0.34,0.00,-0.94)",Wall South,"(-2.88,3.31,-12.25)",14.00,Ground,"(-4.93,0.00,-8.57)",11.83
5440,"(2.75,3.31,0.61)","(-0.26,0.00,-0.96)",Wall South,"(-1.24,3.31,-12.25)",13.46,Ground,"(-3.75,0.00,-9.27)",11.83
5450,"(3.14,3.31,0.52)","(-0.18,0.00,-0.98)",Wall South,"(0.31,3.31,-12.25)",13.08,Ground,"(-2.51,0.00,-9.86)",11.83
5460,"(3.55,3.31,0.46)","(-0.09,0.00,-1.00)",Game Win Trigger,"(2.25,3.31,-11.69)",12.22,Ground,"(-0.89,0.00,-10.46)",11.83
5470,"(3.84,3.31,0.21)","(-0.08,0.00,-1.00)",Game Win Trigger,"(2.88,3.31,-11.69)",11.97,Ground,"(-0.32,0.00,-10.79)",11.83
5480,"(4.10,3.31,-0.09)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.16,3.31,-11.69)",11.67,Ground,"(-0.06,0.00,-11.09)",11.83
5490,"(4.13,3.31,-0.47)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.25,3.31,-11.69)",11.29,Ground,"(0.00,0.00,-11.46)",11.83
5500,"(4.10,3.31,-0.87)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.25,3.31,-11.69)",10.89,Ground,"(-0.03,0.00,-11.86)",11.83
5510,"(4.06,3.31,-1.27)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.25,3.31,-11.69)",10.49,Wall South,"(-0.06,0.00,-12.25)",11.82
5520,"(4.03,3.31,-1.67)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.25,3.31,-11.69)",10.09,Wall South,"(0.08,0.13,-12.25)",11.37
5530,"(4.00,3.31,-2.07)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.25,3.31,-11.69)",9.69,Wall South,"(0.23,0.26,-12.25)",10.91
5540,"(4.22,3.31,-2.41)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.46,3.31,-11.69)",9.34,Wall South,"(0.65,0.44,-12.25)",10.46
5550,"(4.47,3.31,-2.71)","(-0.08,0.00,-1.00)",Game Win Trigger,"(3.74,3.31,-11.69)",9.04,Wall South,"(1.07,0.56,-12.25)",10.11
5560,"(4.75,3.31,-3.03)","(-0.08,0.00,-1.00)",Game Win Trigger,"(4.01,3.31,-11.69)",8.75,Wall South,"(1.44,0.65,-12.25)",9.78
5570,"(5.01,3.31,-3.33)","(-0.08,0.00,-1.00)",Game Win Trigger,"(4.30,3.31,-11.69)",8.44,Wall South,"(1.81,0.74,-12.25)",9.44
5580,"(5.27,3.31,-3.64)","(-0.08,0.00,-1.00)",Game Win Trigger,"(4.58,3.31,-11.69)",8.14,Wall South,"(2.17,0.83,-12.25)",9.11
5590,"(5.53,3.31,-3.94)","(-0.08,0.00,-1.00)",Game Win Trigger,"(4.86,3.31,-11.69)",7.84,Wall South,"(2.54,0.93,-12.25)",8.77
5600,"(5.79,3.31,-4.24)","(-0.08,0.00,-1.00)",Game Win Trigger,"(5.15,3.31,-11.69)",7.53,Wall East (2),"(2.87,0.99,-12.34)",8.54
5610,"(6.05,3.31,-4.55)","(-0.08,0.00,-1.00)",Game Win Trigger,"(5.43,3.31,-11.69)",7.23,Wall East (2),"(3.04,0.91,-12.91)",8.84
5620,"(6.31,3.31,-4.85)","(-0.08,0.00,-1.00)",Game Win Trigger,"(5.71,3.31,-11.69)",6.92,Wall East (2),"(3.04,0.69,-13.95)",9.65
5630,"(6.57,3.31,-5.16)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.00,3.31,-11.69)",6.62,Wall East (2),"(3.04,0.46,-14.99)",10.46
5640,"(6.83,3.31,-5.46)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.28,3.31,-11.69)",6.31,Wall East (2),"(3.04,0.24,-16.03)",11.27
5650,"(7.10,3.31,-5.78)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.58,3.31,-11.69)",5.99,Wall East (2),"(3.04,0.00,-17.12)",12.12
5660,"(7.16,3.31,-6.15)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",5.64,Ground,"(3.15,0.00,-17.48)",12.13
5670,"(7.12,3.31,-6.55)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",5.24,Ground,"(3.12,0.00,-17.88)",12.13
5680,"(7.09,3.31,-6.95)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",4.84,Ground,"(3.09,0.00,-18.28)",12.13
5690,"(7.06,3.31,-7.35)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",4.44,Ground,"(3.06,0.00,-18.75)",12.19
5700,"(7.03,3.31,-7.75)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",4.04,Ground,"(3.09,0.00,-19.44)",12.44
5710,"(7.00,3.31,-8.19)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",3.56,Wall South (1),"(3.25,0.07,-20.25)",12.67
5720,"(6.96,3.31,-8.58)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",3.15,Wall South (1),"(3.46,0.26,-20.25)",12.18
5730,"(6.93,3.31,-9.02)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",2.75,Wall South (1),"(3.76,0.50,-20.25)",11.66
5740,"(6.90,3.31,-9.44)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",2.34,Wall South (1),"(4.15,0.79,-20.25)",11.09
5750,"(6.86,3.31,-9.88)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",1.85,Wall South (1),"(4.82,1.20,-20.25)",10.39
5760,"(6.83,3.31,-10.30)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",1.43,Wall South (1),"(5.27,1.40,-20.25)",9.87
5770,"(6.80,3.31,-10.72)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",1.06,Wall South (1),"(5.71,1.54,-20.25)",9.42
5780,"(6.76,3.31,-11.18)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",0.61,Wall South (1),"(5.95,1.63,-20.25)",8.95
5790,"(6.72,3.31,-11.66)","(-0.08,0.00,-1.00)",Game Win Trigger,"(6.72,3.31,-11.69)",0.14,Wall South (1),"(6.20,1.62,-20.25)",8.46
5800,"(6.69,3.31,-12.15)","(-0.08,0.00,-1.00)",Wall South (1),"(6.05,3.31,-20.25)",8.24,Wall South (1),"(6.51,1.61,-20.25)",7.99
5810,"(6.65,3.31,-12.55)","(-0.08,0.00,-1.00)",Wall South (1),"(6.05,3.31,-20.25)",7.84,Teleporter 1,"(6.52,2.05,-18.63)",5.92
5820,"(6.62,3.31,-12.95)","(-0.08,0.00,-1.00)",Wall South (1),"(6.05,3.31,-20.25)",7.44,Teleporter 1,"(6.49,2.12,-18.66)",5.55
5830,"(6.59,3.31,-13.37)","(-0.08,0.00,-1.00)",Wall South (1),"(6.05,3.31,-20.25)",6.94,Wall South (1),"(6.45,1.88,-20.25)",6.67
5840,"(6.59,3.31,-13.76)","(-0.08,0.00,-1.00)",Wall South (1),"(6.05,3.31,-20.25)",6.54,Wall South (1),"(6.42,1.97,-20.25)",6.26
5850,"(6.85,3.31,-14.06)","(-0.08,0.00,-1.00)",Wall South (1),"(6.34,3.31,-20.25)",6.24,Wall South (1),"(6.68,2.04,-20.25)",5.94
5860,"(7.12,3.31,-14.38)","(-0.08,0.00,-1.00)",Wall South (1),"(6.63,3.31,-20.25)",5.92,Wall South (1),"(6.95,2.11,-20.25)",5.62
5870,"(7.35,3.31,-14.69)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.61,Wall South (1),"(7.19,2.17,-20.25)",5.31
5880,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.18,2.19,-20.25)",5.22
5890,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.17,2.19,-20.25)",5.22
5900,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.16,2.19,-20.25)",5.23
5910,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.15,2.18,-20.25)",5.23
5920,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.14,2.18,-20.25)",5.23
5930,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.14,2.17,-20.25)",5.23
5940,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.13,2.15,-20.25)",5.23
5950,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.13,2.14,-20.25)",5.23
5960,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.13,2.14,-20.25)",5.23
5970,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.15,2.14,-20.25)",5.23
5980,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.16,2.15,-20.25)",5.23
5990,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.18,2.18,-20.25)",5.22
6000,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.18,2.19,-20.25)",5.22
6010,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.18,2.20,-20.25)",5.22
6020,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.18,2.16,-20.25)",5.23
6030,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Wall South (1),"(7.03,1.64,-20.25)",5.38
6040,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Teleporter 1,"(7.00,2.13,-18.62)",3.68
6050,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Teleporter 1,"(6.97,2.13,-18.62)",3.68
6060,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Teleporter 1,"(6.95,2.13,-18.61)",3.67
6070,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Teleporter 1,"(6.94,2.14,-18.61)",3.67
6080,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Teleporter 1,"(6.94,2.14,-18.60)",3.66
6090,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Teleporter 1,"(6.95,2.15,-18.59)",3.64
6100,"(7.35,3.31,-14.74)","(-0.08,0.00,-1.00)",Wall South (1),"(6.92,3.31,-20.25)",5.53,Teleporter 1,"(6.94,2.15,-18.58)",3.63
6110,"(46.21,2.06,-9.03)","(-0.08,0.00,-1.00)",Wall South,"(45.96,2.06,-12.25)",3.23,Teleport Target 2,"(46.01,1.89,-10.02)",0.61
6120,"(46.21,2.06,-9.03)","(-0.08,0.00,-1.00)",Wall South,"(45.96,2.06,-12.25)",3.23,Teleport Target 2,"(46.01,1.89,-10.02)",0.61
6130,"(46.21,2.06,-9.03)","(-0.08,0.00,-1.00)",Wall South,"(45.96,2.06,-12.25)",3.23,Teleport Target 2,"(46.01,1.89,-10.02)",0.61
6140,"(46.21,2.06,-9.03)","(-0.08,0.00,-1.00)",Wall South,"(45.96,2.06,-12.25)",3.23,Teleport Target 2,"(46.01,1.89,-10.02)",0.61
6150,"(46.21,2.06,-9.03)","(-0.08,0.00,-1.00)",Wall South,"(45.96,2.06,-12.25)",3.23,Teleport Target 2,"(46.01,1.89,-10.02)",0.61
6160,"(46.21,2.06,-9.03)","(-0.08,0.00,-1.00)",Wall South,"(45.96,2.06,-12.25)",3.23,Teleport Target 2,"(46.01,1.89,-10.02)",0.61
